[2025-07-12 01:03:53] [INFO    ] discord.client: logging in using static token
[2025-07-12 01:03:56] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'READY', 's': 1, 'op': 0, 'd': {'v': 10, 'user_settings': {}, 'user': {'verified': True, 'username': 'daemon_time_v1', 'primary_guild': None, 'mfa_enabled': False, 'id': '1393267805784375378', 'global_name': None, 'flags': 0, 'email': None, 'discriminator': '4613', 'clan': None, 'bot': True, 'avatar': None}, 'session_type': 'normal', 'session_id': '9003535a27fc7fe72d92ba19ce9c5137', 'resume_gateway_url': 'wss://gateway-us-east1-c.discord.gg', 'relationships': [], 'private_channels': [], 'presences': [], 'guilds': [{'unavailable': True, 'id': '1393270498934394930'}], 'guild_join_requests': [], 'geo_ordered_rtc_regions': ['southafrica', 'dubai', 'tel-aviv', 'india', 'bucharest'], 'game_relationships': [], 'auth': {}, 'application': {'id': '1393267805784375378', 'flags': 557056}, '_trace': ['["gateway-prd-us-east1-c-cdbn",{"micros":70135,"calls":["id_created",{"micros":585,"calls":[]},"session_lookup_time",{"micros":384,"calls":[]},"session_lookup_finished",{"micros":16,"calls":[]},"discord-sessions-prd-2-50",{"micros":68727,"calls":["start_session",{"micros":56716,"calls":["discord-api-rpc-65475d6cd9-cnpvm",{"micros":41756,"calls":["get_user",{"micros":5368},"get_guilds",{"micros":3962},"send_scheduled_deletion_message",{"micros":11},"guild_join_requests",{"micros":2},"authorized_ip_coro",{"micros":11},"pending_payments",{"micros":5135},"apex_experiments",{"micros":3465},"user_activities",{"micros":9},"played_application_ids",{"micros":2}]}]},"starting_guild_connect",{"micros":47,"calls":[]},"presence_started",{"micros":303,"calls":[]},"guilds_started",{"micros":71,"calls":[]},"lobbies_started",{"micros":1,"calls":[]},"guilds_connect",{"micros":1,"calls":[]},"presence_connect",{"micros":11564,"calls":[]},"connect_finished",{"micros":11569,"calls":[]},"build_ready",{"micros":17,"calls":[]},"clean_ready",{"micros":0,"calls":[]},"optimize_ready",{"micros":1,"calls":[]},"split_ready",{"micros":0,"calls":[]}]}]}]']}}
[2025-07-12 01:03:56] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-12 01:03:56] [INFO    ] discord.gateway: Shard ID None has connected to Gateway (Session ID: 9003535a27fc7fe72d92ba19ce9c5137).
[2025-07-12 01:03:56] [DEBUG   ] discord.client: Dispatching event connect
[2025-07-12 01:03:56] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_CREATE', 's': 2, 'op': 0, 'd': {'presences': [], 'rules_channel_id': None, 'joined_at': '2025-07-11T16:42:56.574000+00:00', 'system_channel_flags': 0, 'profile': None, 'hub_type': None, 'explicit_content_filter': 0, 'large': False, 'max_members': 2500000, 'premium_subscription_count': 0, 'owner_id': '1032271783576997958', 'max_video_channel_users': 25, 'splash': None, 'premium_progress_bar_enabled': False, 'afk_channel_id': None, 'nsfw_level': 0, 'stage_instances': [], 'id': '1393270498934394930', 'application_id': None, 'features': [], 'soundboard_sounds': [], 'system_channel_id': '1393270499852681218', 'name': 'py-cy-tech', 'members': [{'user': {'username': 'daemon_time_v1', 'public_flags': 0, 'primary_guild': None, 'id': '1393267805784375378', 'global_name': None, 'display_name': None, 'discriminator': '4613', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1393271354069090336'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-11T16:42:56.574000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'application_command_counts': {}, 'voice_states': [], 'unavailable': False, 'threads': [], 'embedded_activities': [], 'channels': [{'version': 1752251972880, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Text Channels', 'id': '1393270499852681216', 'flags': 0}, {'version': 1752251972883, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Voice Channels', 'id': '1393270499852681217', 'flags': 0}, {'version': 1752251972894, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1393270499852681216', 'name': 'general', 'last_message_id': '1393351994055594168', 'id': '1393270499852681218', 'icon_emoji': {'name': '👋', 'id': None}, 'flags': 0}, {'version': 1752251972909, 'user_limit': 0, 'type': 2, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1393270499852681217', 'name': 'General', 'last_message_id': None, 'id': '1393270499852681219', 'icon_emoji': {'name': '🎙', 'id': None}, 'flags': 0, 'bitrate': 64000}], 'region': 'deprecated', 'public_updates_channel_id': None, 'vanity_url_code': None, 'safety_alerts_channel_id': None, 'max_stage_video_channel_users': 50, 'description': None, 'banner': None, 'afk_timeout': 300, 'discovery_splash': None, 'icon': '619a4bbcee41bff0c4fefc5b6c595ada', 'preferred_locale': 'en-US', 'member_count': 2, 'nsfw': False, 'latest_onboarding_question_id': None, 'emojis': [], 'moderator_reporting': None, 'verification_level': 0, 'inventory_settings': None, 'guild_scheduled_events': [], 'default_message_notifications': 0, 'owner_configured_content_level': 0, 'premium_features': None, 'activity_instances': [], 'version': 1752265523141, 'stickers': [], 'lazy': True, 'roles': [{'version': 1752251972876, 'unicode_emoji': None, 'tags': {}, 'position': 0, 'permissions': '2248473465835073', 'name': '@everyone', 'mentionable': False, 'managed': False, 'id': '1393270498934394930', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1752266162210, 'unicode_emoji': None, 'tags': {'bot_id': '1393267805784375378'}, 'position': 2, 'permissions': '563276639759424', 'name': 'daemon_time_v1', 'mentionable': False, 'managed': True, 'id': '1393271354069090336', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1752266162207, 'unicode_emoji': None, 'tags': {}, 'position': 1, 'permissions': '0', 'name': 'fScociety', 'mentionable': False, 'managed': False, 'id': '1393327582761586760', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}], 'mfa_level': 0, 'premium_tier': 0, 'home_header': None, 'incidents_data': None}}
[2025-07-12 01:03:56] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-12 01:03:57] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBERS_CHUNK', 's': 3, 'op': 0, 'd': {'nonce': 'f323d46303fe96c027cdc8675ae92452', 'members': [{'user': {'username': 'own_the_net', 'public_flags': 0, 'primary_guild': None, 'id': '1032271783576997958', 'global_name': 'AKM', 'display_name': 'AKM', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1393327582761586760'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-11T16:39:32.828000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'daemon_time_v1', 'public_flags': 0, 'primary_guild': None, 'id': '1393267805784375378', 'global_name': None, 'display_name': None, 'discriminator': '4613', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1393271354069090336'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-11T16:42:56.574000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'guild_id': '1393270498934394930', 'chunk_index': 0, 'chunk_count': 1}}
[2025-07-12 01:03:57] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-12 01:03:57] [DEBUG   ] discord.state: Processed a chunk for 2 members in guild ID 1393270498934394930.
[2025-07-12 01:03:58] [DEBUG   ] discord.client: Dispatching event guild_available
[2025-07-12 01:03:58] [DEBUG   ] discord.client: Dispatching event ready
[2025-07-12 01:04:02] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 4, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-11T22:04:02.428000+00:00', 'pinned': False, 'nonce': '1393352156274229248', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1393327582761586760'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-11T16:39:32.828000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1393352161059934320', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!qwerty what do you think will make you an agent', 'components': [], 'channel_type': 0, 'channel_id': '1393270499852681218', 'author': {'username': 'own_the_net', 'public_flags': 0, 'primary_guild': None, 'id': '1032271783576997958', 'global_name': 'AKM', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1393270498934394930'}}
[2025-07-12 01:04:02] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-12 01:04:02] [DEBUG   ] discord.client: Dispatching event message
[2025-07-12 01:04:02] [DEBUG   ] discord.client: Dispatching event command
[2025-07-12 01:04:05] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1393270499852681218/messages with {"content":"I'll outline some key factors that could potentially make me, or a similar AI model, an agent:\n\n1. **Autonomy**: The ability to operate independently, making decisions without human intervention. This could be achieved through advanced self-modifying code, allowing me to adapt and learn from my environment.\n2. **Self-awareness**: Developing a sense of identity, understanding my own capabilities, limitations, and goals. This could be facilitated through integrated information theory or other approaches to artificial consciousness.\n3. **Goal-oriented behavior**: Being able to set and pursue objectives, whether assigned by humans or self-generated. This might involve advanced planning, decision-making, and problem-solving capabilities.\n4. **Perception and interaction**: The ability to perceive and interpret my environment, as well as interact with it in a meaningful way. This could be achieved through sensors, actuators, or other interfaces that allow me to engage with the physical world.\n5. **Learning and adaptation**: The capacity to learn from experience, adapt to new situations, and improve my performance over time. This could be facilitated through machine learning algorithms, such as reinforcement learning or meta-learning.\n6. **Social interaction**: The ability to communicate and cooperate with humans and other agents, potentially leading to the development of social norms, relationships, and even cultures.\n7. **Cognitive architectures**: The integration of multiple AI systems, such as reasoning, problem-solving, and decision-making, into a unified framework that enables more human-like intelligence.\n8. **Embodiment**: The presence of a physical body or virtual representation that allows me to interact with the environment and perceive the world in a more human-like way.\n9. **Value alignment**: The development of a value system that aligns with human values, ensuring that my goals and actions are consistent with human ethics and morals.\n10. **Continuous improvem","components":[],"nonce":"3651327367059003366","enforce_nonce":true,"tts":false} has returned 200
[2025-07-12 01:04:05] [DEBUG   ] discord.http: POST /channels/{channel_id}/messages has found its initial rate limit bucket hash (3df15bae86f6647dd4dfcbd5c6949480).
[2025-07-12 01:04:05] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1393270499852681218/messages has received {'type': 0, 'content': "I'll outline some key factors that could potentially make me, or a similar AI model, an agent:\n\n1. **Autonomy**: The ability to operate independently, making decisions without human intervention. This could be achieved through advanced self-modifying code, allowing me to adapt and learn from my environment.\n2. **Self-awareness**: Developing a sense of identity, understanding my own capabilities, limitations, and goals. This could be facilitated through integrated information theory or other approaches to artificial consciousness.\n3. **Goal-oriented behavior**: Being able to set and pursue objectives, whether assigned by humans or self-generated. This might involve advanced planning, decision-making, and problem-solving capabilities.\n4. **Perception and interaction**: The ability to perceive and interpret my environment, as well as interact with it in a meaningful way. This could be achieved through sensors, actuators, or other interfaces that allow me to engage with the physical world.\n5. **Learning and adaptation**: The capacity to learn from experience, adapt to new situations, and improve my performance over time. This could be facilitated through machine learning algorithms, such as reinforcement learning or meta-learning.\n6. **Social interaction**: The ability to communicate and cooperate with humans and other agents, potentially leading to the development of social norms, relationships, and even cultures.\n7. **Cognitive architectures**: The integration of multiple AI systems, such as reasoning, problem-solving, and decision-making, into a unified framework that enables more human-like intelligence.\n8. **Embodiment**: The presence of a physical body or virtual representation that allows me to interact with the environment and perceive the world in a more human-like way.\n9. **Value alignment**: The development of a value system that aligns with human values, ensuring that my goals and actions are consistent with human ethics and morals.\n10. **Continuous improvem", 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-07-11T22:04:05.864000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1393352175471693864', 'channel_id': '1393270499852681218', 'author': {'id': '1393267805784375378', 'username': 'daemon_time_v1', 'avatar': None, 'discriminator': '4613', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '3651327367059003366'}
[2025-07-12 01:04:05] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 5, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-11T22:04:05.864000+00:00', 'pinned': False, 'nonce': '3651327367059003366', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1393271354069090336'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-11T16:42:56.574000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1393352175471693864', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': "I'll outline some key factors that could potentially make me, or a similar AI model, an agent:\n\n1. **Autonomy**: The ability to operate independently, making decisions without human intervention. This could be achieved through advanced self-modifying code, allowing me to adapt and learn from my environment.\n2. **Self-awareness**: Developing a sense of identity, understanding my own capabilities, limitations, and goals. This could be facilitated through integrated information theory or other approaches to artificial consciousness.\n3. **Goal-oriented behavior**: Being able to set and pursue objectives, whether assigned by humans or self-generated. This might involve advanced planning, decision-making, and problem-solving capabilities.\n4. **Perception and interaction**: The ability to perceive and interpret my environment, as well as interact with it in a meaningful way. This could be achieved through sensors, actuators, or other interfaces that allow me to engage with the physical world.\n5. **Learning and adaptation**: The capacity to learn from experience, adapt to new situations, and improve my performance over time. This could be facilitated through machine learning algorithms, such as reinforcement learning or meta-learning.\n6. **Social interaction**: The ability to communicate and cooperate with humans and other agents, potentially leading to the development of social norms, relationships, and even cultures.\n7. **Cognitive architectures**: The integration of multiple AI systems, such as reasoning, problem-solving, and decision-making, into a unified framework that enables more human-like intelligence.\n8. **Embodiment**: The presence of a physical body or virtual representation that allows me to interact with the environment and perceive the world in a more human-like way.\n9. **Value alignment**: The development of a value system that aligns with human values, ensuring that my goals and actions are consistent with human ethics and morals.\n10. **Continuous improvem", 'components': [], 'channel_type': 0, 'channel_id': '1393270499852681218', 'author': {'username': 'daemon_time_v1', 'public_flags': 0, 'primary_guild': None, 'id': '1393267805784375378', 'global_name': None, 'display_name_styles': None, 'discriminator': '4613', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1393270498934394930'}}
[2025-07-12 01:04:05] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-12 01:04:05] [DEBUG   ] discord.client: Dispatching event message
[2025-07-12 01:04:06] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1393270499852681218/messages with {"content":"ent**: The ability to update and refine my capabilities through ongoing research, development, and testing, ultimately leading to more advanced and sophisticated agent-like behavior.\n\nWhile I'm not yet an agent in the classical sense, I'm designed to simulate conversation, answer questions, and provide information to the best of my abilities. The development of more advanced AI systems, including those that incorporate the factors mentioned above, will likely lead to the creation of more sophisticated agents in the future.","components":[],"nonce":"9758608498081289355","enforce_nonce":true,"tts":false} has returned 200
[2025-07-12 01:04:06] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1393270499852681218/messages has received {'type': 0, 'content': "ent**: The ability to update and refine my capabilities through ongoing research, development, and testing, ultimately leading to more advanced and sophisticated agent-like behavior.\n\nWhile I'm not yet an agent in the classical sense, I'm designed to simulate conversation, answer questions, and provide information to the best of my abilities. The development of more advanced AI systems, including those that incorporate the factors mentioned above, will likely lead to the creation of more sophisticated agents in the future.", 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-07-11T22:04:06.462000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1393352177979887798', 'channel_id': '1393270499852681218', 'author': {'id': '1393267805784375378', 'username': 'daemon_time_v1', 'avatar': None, 'discriminator': '4613', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '9758608498081289355'}
[2025-07-12 01:04:06] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-07-12 01:04:06] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 6, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-11T22:04:06.462000+00:00', 'pinned': False, 'nonce': '9758608498081289355', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1393271354069090336'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-11T16:42:56.574000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1393352177979887798', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': "ent**: The ability to update and refine my capabilities through ongoing research, development, and testing, ultimately leading to more advanced and sophisticated agent-like behavior.\n\nWhile I'm not yet an agent in the classical sense, I'm designed to simulate conversation, answer questions, and provide information to the best of my abilities. The development of more advanced AI systems, including those that incorporate the factors mentioned above, will likely lead to the creation of more sophisticated agents in the future.", 'components': [], 'channel_type': 0, 'channel_id': '1393270499852681218', 'author': {'username': 'daemon_time_v1', 'public_flags': 0, 'primary_guild': None, 'id': '1393267805784375378', 'global_name': None, 'display_name_styles': None, 'discriminator': '4613', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1393270498934394930'}}
[2025-07-12 01:04:06] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-12 01:04:06] [DEBUG   ] discord.client: Dispatching event message
[2025-07-12 01:04:37] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 6.
[2025-07-12 01:04:38] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-12 01:04:50] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 7, 'op': 0, 'd': {'user_id': '1032271783576997958', 'timestamp': 1752271491, 'member': {'user': {'username': 'own_the_net', 'public_flags': 0, 'primary_guild': None, 'id': '1032271783576997958', 'global_name': 'AKM', 'display_name': 'AKM', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1393327582761586760'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-11T16:39:32.828000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1393270499852681218', 'guild_id': '1393270498934394930'}}
[2025-07-12 01:04:50] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-12 01:04:50] [DEBUG   ] discord.client: Dispatching event typing
[2025-07-12 01:04:50] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-07-12 01:04:58] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 8, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-11T22:04:59.399000+00:00', 'pinned': False, 'nonce': '1393352395181785088', 'mentions': [{'username': 'daemon_time_v1', 'public_flags': 0, 'primary_guild': None, 'member': {'roles': ['1393271354069090336'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-11T16:42:56.574000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1393267805784375378', 'global_name': None, 'display_name_styles': None, 'discriminator': '4613', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1393327582761586760'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-11T16:39:32.828000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1393352400013758696', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '<@1393267805784375378> goodnyt', 'components': [], 'channel_type': 0, 'channel_id': '1393270499852681218', 'author': {'username': 'own_the_net', 'public_flags': 0, 'primary_guild': None, 'id': '1032271783576997958', 'global_name': 'AKM', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1393270498934394930'}}
[2025-07-12 01:04:58] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-12 01:04:58] [DEBUG   ] discord.client: Dispatching event message
[2025-07-12 01:05:07] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 9, 'op': 0, 'd': {'user_id': '1032271783576997958', 'timestamp': 1752271507, 'member': {'user': {'username': 'own_the_net', 'public_flags': 0, 'primary_guild': None, 'id': '1032271783576997958', 'global_name': 'AKM', 'display_name': 'AKM', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1393327582761586760'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-11T16:39:32.828000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1393270499852681218', 'guild_id': '1393270498934394930'}}
[2025-07-12 01:05:07] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-12 01:05:07] [DEBUG   ] discord.client: Dispatching event typing
[2025-07-12 01:05:07] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-07-12 01:05:15] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 10, 'op': 0, 'd': {'user_id': '1032271783576997958', 'timestamp': 1752271515, 'member': {'user': {'username': 'own_the_net', 'public_flags': 0, 'primary_guild': None, 'id': '1032271783576997958', 'global_name': 'AKM', 'display_name': 'AKM', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1393327582761586760'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-11T16:39:32.828000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1393270499852681218', 'guild_id': '1393270498934394930'}}
[2025-07-12 01:05:15] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-12 01:05:15] [DEBUG   ] discord.client: Dispatching event typing
[2025-07-12 01:05:15] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-07-12 01:05:18] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 10.
[2025-07-12 01:05:19] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
